post_id,dt,year,month,dayofweek,hour,word_count,sentence_count,avg_sentence_length,paragraph_count,vs_compound,vs_pos,vs_neg,vs_neu,sentiment_label,question_count,exclaim_count,quote_count,dialogue_ratio,first_person_ratio,uppercase_ratio,entity_count,dominant_topic,topic_label,topic_confidence,note_count,log_notes,tier
738642020043718656,2024-01-05 03:05:23,2024,1,4,3,185,18,10.27777777777778,1,0.5859,0.051,0.026,0.923,Positive,0,0,2,0.0108108108108108,0.0324324324324324,0.0198123044838373,3,7,War & Conflict,0.9220561316812251,10918,9.298259670014064,Viral
738639584548765696,2024-01-05 02:26:40,2024,1,4,2,237,22,10.772727272727272,1,0.9457,0.112,0.059,0.829,Positive,2,0,2,0.0084388185654008,0.1012658227848101,0.0241868223519599,4,1,Work & Career,0.8408312523670303,1230,7.115582126184454,Mid
738620339058262016,2024-01-04 21:20:46,2024,1,3,21,284,23,12.347826086956522,1,0.8146,0.105,0.069,0.826,Positive,0,0,2,0.0070422535211267,0.0950704225352112,0.0268965517241379,1,1,Work & Career,0.989816855377207,1606,7.382124365737512,Mid
732090941464248321,2023-10-24 19:38:48,2023,10,1,19,413,38,10.86842105263158,1,-0.862,0.112,0.144,0.744,Negative,0,0,2,0.0048426150121065,0.0750605326876513,0.0263157894736842,0,1,Work & Career,0.8313885829320516,2574,7.853604813097837,High
731917141081751552,2023-10-22 21:36:19,2023,10,6,21,290,30,9.666666666666666,1,0.9938,0.153,0.0,0.847,Positive,2,0,2,0.0068965517241379,0.093103448275862,0.0336856010568031,5,1,Work & Career,0.9903766081624776,1883,7.5411524551363085,Mid
730359540558774272,2023-10-05 16:58:55,2023,10,3,16,309,34,9.088235294117649,1,-0.988,0.053,0.145,0.801,Negative,1,0,2,0.0064724919093851,0.1553398058252427,0.0366492146596858,0,1,Work & Career,0.8355769532886513,1101,7.004881989712859,Mid
730351186718359553,2023-10-05 14:46:08,2023,10,3,14,423,45,9.4,1,-0.6954,0.143,0.154,0.703,Negative,1,0,2,0.0047281323877068,0.1229314420803782,0.027686532144533,0,1,Work & Career,0.993265366745794,1528,7.332369205929062,Mid
729996636175122432,2023-10-01 16:50:42,2023,10,6,16,432,39,11.076923076923077,1,0.9887,0.138,0.06,0.802,Positive,0,0,2,0.0046296296296296,0.1203703703703703,0.0268303774442928,1,1,Work & Career,0.5261059147434297,1907,7.553810852008231,Mid
729915216298639360,2023-09-30 19:16:34,2023,9,5,19,389,45,8.644444444444444,1,0.995,0.156,0.046,0.798,Positive,4,0,2,0.0051413881748071,0.1079691516709511,0.036272040302267,1,1,Work & Career,0.7709197178126038,2375,7.773173680482536,Mid
728627076613226496,2023-09-16 14:02:09,2023,9,5,14,753,130,5.792307692307692,1,0.9626,0.094,0.076,0.83,Positive,1,20,2,0.0026560424966799,0.0424966799468791,0.0195937873357228,9,2,Love & Relationships,0.7506091392569688,774,6.652863029353347,Low
728626451367215104,2023-09-16 13:52:12,2023,9,5,13,717,77,9.311688311688313,1,0.9598,0.058,0.031,0.911,Positive,0,1,2,0.00278940027894,0.0446304044630404,0.0151556156968876,4,2,Love & Relationships,0.9352786442137091,386,5.958424693029782,Low
728625593518882816,2023-09-16 13:38:34,2023,9,5,13,619,70,8.842857142857143,1,0.8943,0.059,0.044,0.897,Positive,0,1,2,0.0032310177705977,0.0177705977382875,0.0158404224112643,3,4,Immigration & Identity,0.6876165432821406,173,5.159055299214529,Low
728624014884503552,2023-09-16 13:13:29,2023,9,5,13,642,80,8.025,1,-0.9855,0.043,0.09,0.867,Negative,0,9,4,0.0062305295950155,0.0264797507788162,0.0143964562569213,5,2,Love & Relationships,0.5546743108870696,284,5.652489180268651,Low
728622606656405504,2023-09-16 12:51:06,2023,9,5,12,760,85,8.941176470588236,1,0.9043,0.056,0.047,0.897,Positive,2,0,4,0.0052631578947368,0.0368421052631578,0.0197318492284341,5,2,Love & Relationships,0.46329044063826913,172,5.153291594497779,Low
728619999666847744,2023-09-16 12:09:40,2023,9,5,12,628,65,9.66153846153846,1,0.9884,0.068,0.019,0.913,Positive,1,0,4,0.0063694267515923,0.0445859872611464,0.0145056246299585,2,2,Love & Relationships,0.7477493606567094,916,6.821107472256465,Low
728617892198891520,2023-09-16 11:36:10,2023,9,5,11,780,70,11.142857142857142,1,0.9746,0.076,0.053,0.871,Positive,1,1,2,0.0025641025641025,0.0307692307692307,0.013922227556409,8,4,Immigration & Identity,0.9504545907037688,173,5.159055299214529,Low
728565553040588800,2023-09-15 21:44:15,2023,9,4,21,689,61,11.295081967213116,1,0.9586,0.043,0.012,0.945,Positive,1,0,4,0.0058055152394775,0.04644412191582,0.0141408751334044,11,2,Love & Relationships,0.8112008790826916,173,5.159055299214529,Low
728564394173333504,2023-09-15 21:25:50,2023,9,4,21,774,74,10.45945945945946,1,0.9849,0.054,0.02,0.926,Positive,2,1,4,0.0051679586563307,0.041343669250646,0.0161010651473866,5,2,Love & Relationships,0.8746133832027048,183,5.214935757608986,Low
728545172114292736,2023-09-15 16:20:18,2023,9,4,16,682,72,9.47222222222222,1,-0.9975,0.041,0.13,0.828,Negative,0,1,9,0.0131964809384164,0.0087976539589442,0.013215859030837,3,2,Love & Relationships,0.9277746133917398,226,5.424950017481403,Low
728544214472916992,2023-09-15 16:05:05,2023,9,4,16,688,78,8.820512820512821,1,-0.8392,0.045,0.057,0.898,Negative,0,1,3,0.004360465116279,0.0247093023255813,0.0157352143244709,6,4,Immigration & Identity,0.9968144708911028,214,5.3706380281276624,Low
728543129610878976,2023-09-15 15:47:51,2023,9,4,15,662,71,9.32394366197183,1,0.1391,0.055,0.053,0.891,Positive,0,0,4,0.0060422960725075,0.0438066465256797,0.0167708925525866,4,4,Immigration & Identity,0.9654943888659394,118,4.77912349311153,Low
728541944435916800,2023-09-15 15:29:00,2023,9,4,15,768,83,9.25301204819277,1,0.986,0.069,0.034,0.897,Positive,0,0,4,0.0052083333333333,0.0299479166666666,0.016017742730409,5,4,Immigration & Identity,0.4804767349363583,125,4.836281906951478,Low
728541240693571584,2023-09-15 15:17:49,2023,9,4,15,633,47,13.46808510638298,1,0.2336,0.054,0.053,0.893,Positive,0,0,2,0.0031595576619273,0.0094786729857819,0.014892956872479,14,4,Immigration & Identity,0.7186086336433771,122,4.812184355372417,Low
728540125180592128,2023-09-15 15:00:05,2023,9,4,15,597,67,8.91044776119403,1,0.8576,0.087,0.073,0.841,Positive,0,0,8,0.0134003350083752,0.0251256281407035,0.0141061024225697,0,4,Immigration & Identity,0.9361788978707155,120,4.795790545596741,Low
728538437426315264,2023-09-15 14:33:16,2023,9,4,14,612,71,8.619718309859154,1,0.9639,0.063,0.034,0.902,Positive,0,0,2,0.0032679738562091,0.0555555555555555,0.0147324113048707,4,2,Love & Relationships,0.48706494024451147,152,5.030437921392435,Low
728537754708983808,2023-09-15 14:22:25,2023,9,4,14,729,89,8.191011235955056,1,-0.3365,0.051,0.049,0.9,Negative,1,2,8,0.0109739368998628,0.0438957475994513,0.0194319880418535,21,4,Immigration & Identity,0.9544794671147284,185,5.225746673713202,Low
728533265475043328,2023-09-15 13:11:03,2023,9,4,13,613,69,8.884057971014492,1,0.9954,0.118,0.035,0.847,Positive,0,0,8,0.0130505709624796,0.0473083197389885,0.0161634644708752,3,2,Love & Relationships,0.7907014186797761,136,4.919980925828125,Low
728531808057245696,2023-09-15 12:47:54,2023,9,4,12,715,86,8.313953488372093,1,0.9458,0.07,0.051,0.879,Positive,0,0,2,0.0027972027972027,0.0265734265734265,0.0141164608016133,6,2,Love & Relationships,0.7574991108956687,134,4.90527477843843,Low
728531137061912576,2023-09-15 12:37:14,2023,9,4,12,531,61,8.704918032786885,1,-0.9923,0.018,0.101,0.881,Negative,0,1,2,0.0037664783427495,0.0056497175141242,0.0126287803256895,1,4,Immigration & Identity,0.49520036495617376,128,4.859812404361672,Low
728529934464712704,2023-09-15 12:18:07,2023,9,4,12,637,65,9.8,1,-0.9901,0.033,0.09,0.877,Negative,4,4,2,0.0031397174254317,0.0109890109890109,0.0130053717839977,3,2,Love & Relationships,0.8271234490798975,148,5.003946305945459,Low
728464731785035776,2023-09-14 19:01:45,2023,9,3,19,548,51,10.745098039215684,1,0.901,0.066,0.045,0.889,Positive,0,0,2,0.0036496350364963,0.0273722627737226,0.0123541523678792,6,6,Dreams & Ambition,0.9300504331498666,118,4.77912349311153,Low
728461368041340928,2023-09-14 18:08:17,2023,9,3,18,744,82,9.073170731707316,1,-0.9695,0.052,0.071,0.877,Negative,1,1,2,0.0026881720430107,0.0188172043010752,0.0161290322580645,7,6,Dreams & Ambition,0.9972015474595048,111,4.718498871295094,Low
728459342628749312,2023-09-14 17:36:05,2023,9,3,17,713,69,10.333333333333334,1,0.9721,0.052,0.017,0.93,Positive,0,1,2,0.002805049088359,0.0182328190743338,0.0140521205927439,7,4,Immigration & Identity,0.5824944034754966,102,4.634728988229636,Low
728436301631799296,2023-09-14 11:29:51,2023,9,3,11,703,72,9.76388888888889,1,0.8322,0.061,0.052,0.887,Positive,0,0,2,0.0028449502133712,0.0227596017069701,0.0171277997364953,6,6,Dreams & Ambition,0.5994992441181238,137,4.927253685157205,Low
728433278317740032,2023-09-14 10:41:48,2023,9,3,10,577,59,9.779661016949152,1,-0.9099,0.023,0.047,0.93,Negative,0,0,2,0.0034662045060658,0.0277296360485268,0.0166464891041162,7,4,Immigration & Identity,0.7643167586645241,101,4.624972813284271,Low
728430010608861184,2023-09-14 09:49:52,2023,9,3,9,620,63,9.841269841269842,1,0.9841,0.084,0.031,0.884,Positive,0,0,2,0.0032258064516129,0.0451612903225806,0.0169172932330827,4,4,Immigration & Identity,0.578302388695185,141,4.955827057601261,Low
728391480921800704,2023-09-13 23:37:27,2023,9,2,23,805,74,10.87837837837838,1,0.9913,0.085,0.04,0.875,Positive,0,0,4,0.0049689440993788,0.031055900621118,0.0167832167832167,7,4,Immigration & Identity,0.7191690470055673,211,5.356586274672012,Low
728387982638432256,2023-09-13 22:41:51,2023,9,2,22,661,53,12.471698113207546,1,0.9753,0.07,0.039,0.891,Positive,0,1,2,0.0030257186081694,0.0060514372163388,0.0144698763483293,14,4,Immigration & Identity,0.919288791310072,136,4.919980925828125,Low
728385087892291584,2023-09-13 21:55:50,2023,9,2,21,735,67,10.970149253731345,1,-0.1888,0.036,0.037,0.926,Negative,0,0,2,0.0027210884353741,0.0136054421768707,0.017634092578986,8,4,Immigration & Identity,0.9098210828637661,120,4.795790545596741,Low
728378340890820608,2023-09-13 20:08:36,2023,9,2,20,778,72,10.805555555555555,1,0.9109,0.037,0.02,0.943,Positive,0,0,2,0.0025706940874035,0.0295629820051413,0.0132373432419879,4,2,Love & Relationships,0.5230128044325971,173,5.159055299214529,Low
728375109947129856,2023-09-13 19:17:15,2023,9,2,19,786,76,10.342105263157896,1,0.9888,0.055,0.012,0.933,Positive,0,0,2,0.0025445292620865,0.0356234096692111,0.0145772594752186,6,2,Love & Relationships,0.460808939944259,162,5.093750200806762,Low
728374140014313472,2023-09-13 19:01:50,2023,9,2,19,776,76,10.210526315789474,1,0.9858,0.054,0.017,0.929,Positive,0,0,2,0.0025773195876288,0.0438144329896907,0.0140096618357487,1,6,Dreams & Ambition,0.7057451166523562,108,4.6913478822291435,Low
728369138867863552,2023-09-13 17:42:20,2023,9,2,17,791,71,11.140845070422536,1,0.991,0.058,0.011,0.931,Positive,0,1,2,0.0025284450063211,0.0543615676359039,0.0176400476758045,7,4,Immigration & Identity,0.9973125666523699,146,4.990432586778736,Low
728308321573060608,2023-09-13 01:35:40,2023,9,2,1,775,73,10.616438356164384,1,0.9915,0.058,0.007,0.934,Positive,0,2,3,0.0038709677419354,0.0361290322580645,0.0139876718824087,9,4,Immigration & Identity,0.7742951883141698,175,5.170483995038151,Low
728307433189048320,2023-09-13 01:21:33,2023,9,2,1,675,61,11.065573770491802,1,0.9949,0.096,0.027,0.878,Positive,0,0,2,0.0029629629629629,0.0533333333333333,0.014253773057574,4,2,Love & Relationships,0.884339327756612,181,5.204006687076795,Low
728306021894914048,2023-09-13 00:59:07,2023,9,2,0,656,61,10.754098360655735,1,0.6187,0.036,0.031,0.933,Positive,0,0,2,0.0030487804878048,0.0060975609756097,0.0140964195094446,12,4,Immigration & Identity,0.8796865804064109,145,4.983606621708336,Low
728301728263520256,2023-09-12 23:50:52,2023,9,1,23,772,64,12.0625,1,0.9372,0.066,0.049,0.884,Positive,0,0,2,0.0025906735751295,0.0181347150259067,0.0132638559924206,7,2,Love & Relationships,0.9259008521877888,126,4.844187086458591,Low
728296501419311104,2023-09-12 22:27:48,2023,9,1,22,720,71,10.140845070422536,1,0.9667,0.047,0.027,0.926,Positive,0,2,2,0.0027777777777777,0.0041666666666666,0.0176245210727969,14,4,Immigration & Identity,0.9833736113385375,157,5.062595033026967,Low
728294480432726016,2023-09-12 21:55:40,2023,9,1,21,767,74,10.364864864864863,1,0.9831,0.052,0.018,0.93,Positive,0,0,3,0.0039113428943937,0.044328552803129,0.0159164386968415,6,4,Immigration & Identity,0.997532299969724,163,5.099866427824199,Low
728288317260660736,2023-09-12 20:17:43,2023,9,1,20,660,81,8.148148148148149,1,0.9148,0.061,0.049,0.889,Positive,0,2,2,0.003030303030303,0.0212121212121212,0.0169398907103825,7,2,Love & Relationships,0.753181486085901,153,5.0369526024136295,Low
728281077607743488,2023-09-12 18:22:38,2023,9,1,18,796,74,10.756756756756756,1,0.8885,0.057,0.046,0.896,Positive,0,0,2,0.0025125628140703,0.0515075376884422,0.0168435625288417,17,4,Immigration & Identity,0.5013108607078206,156,5.056245805348308,Low
728279095724654592,2023-09-12 17:51:08,2023,9,1,17,738,84,8.785714285714286,1,-0.7514,0.053,0.061,0.886,Negative,0,0,2,0.002710027100271,0.0149051490514905,0.0180796481798192,13,4,Immigration & Identity,0.4993488929573563,177,5.181783550292085,Low
728268932175249408,2023-09-12 15:09:36,2023,9,1,15,743,71,10.464788732394366,1,0.829,0.083,0.073,0.844,Positive,1,0,1,0.0013458950201884,0.0376850605652759,0.016137165910237,12,2,Love & Relationships,0.4809559567082509,220,5.3981627015177525,Low
728258482601590784,2023-09-12 12:23:30,2023,9,1,12,672,76,8.842105263157896,1,0.995,0.085,0.019,0.896,Positive,0,3,2,0.0029761904761904,0.0208333333333333,0.0139043381535038,5,2,Love & Relationships,0.5540314427246052,623,6.436150368369428,Low
728207797984133120,2023-09-11 22:57:53,2023,9,0,22,756,73,10.356164383561644,1,0.9968,0.094,0.017,0.888,Positive,0,0,4,0.0052910052910052,0.0436507936507936,0.0177841864936313,5,4,Immigration & Identity,0.5510810684143493,168,5.1298987149230735,Low
728206333460037632,2023-09-11 22:34:37,2023,9,0,22,722,77,9.376623376623376,1,0.996,0.087,0.018,0.895,Positive,0,6,2,0.002770083102493,0.0346260387811634,0.0202772073921971,4,4,Immigration & Identity,0.9967185601793225,177,5.181783550292085,Low
728201591227809793,2023-09-11 21:19:14,2023,9,0,21,789,80,9.8625,1,0.9876,0.069,0.03,0.901,Positive,0,0,3,0.0038022813688212,0.0380228136882129,0.017954169619655,8,4,Immigration & Identity,0.7557371683770037,248,5.517452896464707,Low
728197776266199040,2023-09-11 20:18:36,2023,9,0,20,837,82,10.207317073170731,1,0.9815,0.045,0.013,0.942,Positive,0,0,2,0.002389486260454,0.056152927120669,0.0180137473334913,3,4,Immigration & Identity,0.8388707848076833,166,5.117993812416755,Low
728196422136152064,2023-09-11 19:57:05,2023,9,0,19,746,83,8.987951807228916,1,0.9872,0.068,0.025,0.907,Positive,0,1,2,0.002680965147453,0.0388739946380697,0.0207715133531157,13,4,Immigration & Identity,0.8158920356400685,190,5.25227342804663,Low
728190203133591552,2023-09-11 18:18:14,2023,9,0,18,750,72,10.416666666666666,1,0.5534,0.073,0.072,0.855,Positive,0,0,2,0.0026666666666666,0.0386666666666666,0.0158343483556638,13,4,Immigration & Identity,0.7700631276013827,296,5.6937321388027,Low
728188188029534208,2023-09-11 17:46:12,2023,9,0,17,804,85,9.458823529411765,1,0.9922,0.061,0.009,0.93,Positive,0,0,4,0.0049751243781094,0.031094527363184,0.0145530145530145,2,4,Immigration & Identity,0.9582589405671548,908,6.812345094177479,Low
728181373349871616,2023-09-11 15:57:53,2023,9,0,15,766,85,9.011764705882351,1,0.9809,0.081,0.049,0.87,Positive,0,0,2,0.0026109660574412,0.0391644908616188,0.0164700098328416,7,4,Immigration & Identity,0.9974239035058171,338,5.82600010738045,Low
728120420406083584,2023-09-10 23:49:04,2023,9,6,23,738,123,6.0,1,-0.9812,0.016,0.058,0.925,Negative,0,8,2,0.002710027100271,0.0447154471544715,0.0152214022140221,1,2,Love & Relationships,0.9968836172052664,686,6.532334292222349,Low
727848315018985472,2023-09-07 23:44:04,2023,9,3,23,146,13,11.23076923076923,1,-0.714,0.103,0.132,0.765,Negative,0,0,0,0.0,0.0205479452054794,0.0342857142857142,11,1,Work & Career,0.5296165100409447,2207,7.699842407396986,Mid
727846838127017984,2023-09-07 23:20:35,2023,9,3,23,82,10,8.2,1,0.954,0.318,0.185,0.497,Positive,0,0,2,0.024390243902439,0.073170731707317,0.0299251870324189,1,1,Work & Career,0.8052457326016607,7479,8.919988070968524,Viral
727845981597614080,2023-09-07 23:06:58,2023,9,3,23,279,32,8.71875,1,0.5658,0.038,0.025,0.936,Positive,0,0,2,0.007168458781362,0.1039426523297491,0.0339840925524222,3,1,Work & Career,0.9710322526006029,2634,7.876638460975463,High
721942934593961984,2023-07-04 19:20:34,2023,7,1,19,247,28,8.821428571428571,1,0.9909,0.194,0.061,0.745,Positive,1,0,2,0.0080971659919028,0.1093117408906882,0.0352112676056338,0,1,Work & Career,0.8615508313041045,1556,7.350516171833998,Mid
721938026035560448,2023-07-04 18:02:33,2023,7,1,18,325,34,9.558823529411764,1,0.9716,0.15,0.083,0.767,Positive,4,0,2,0.0061538461538461,0.0553846153846153,0.0249130938586326,1,1,Work & Career,0.7119484228333925,1205,7.095064377287131,Mid
721935125867298816,2023-07-04 17:16:27,2023,7,1,17,366,43,8.511627906976743,1,0.9892,0.193,0.111,0.696,Positive,0,0,2,0.0054644808743169,0.0327868852459016,0.0252060106640814,0,1,Work & Career,0.7363394136083856,813,6.70196036600254,Low
720665932986449920,2023-06-20 17:03:10,2023,6,1,17,366,43,8.511627906976743,1,0.9892,0.193,0.111,0.696,Positive,0,0,2,0.0054644808743169,0.0327868852459016,0.0252060106640814,0,1,Work & Career,0.7363394136083856,747,6.617402977974478,Low
720583770247413760,2023-06-19 19:17:14,2023,6,0,19,269,38,7.078947368421052,1,0.9972,0.229,0.018,0.752,Positive,5,0,2,0.0074349442379182,0.0929368029739776,0.0340333091962346,1,3,Health & Struggle,0.5194953532360922,2391,7.779885115070522,Mid
720037567696863232,2023-06-13 18:35:35,2023,6,1,18,428,52,8.23076923076923,1,-0.4673,0.074,0.081,0.845,Negative,6,0,2,0.0046728971962616,0.1214953271028037,0.035925420645748,2,1,Work & Career,0.9932632466718901,1270,7.147559271189454,Mid
720022553191694336,2023-06-13 14:36:56,2023,6,1,14,417,53,7.867924528301887,1,0.9594,0.092,0.053,0.855,Positive,2,0,2,0.0047961630695443,0.1199040767386091,0.0407322654462242,1,1,Work & Career,0.5176615765821875,2560,7.848153086199526,High
719923935745015808,2023-06-12 12:29:27,2023,6,0,12,379,43,8.813953488372093,1,0.9968,0.188,0.046,0.767,Positive,1,0,2,0.0052770448548812,0.0923482849604221,0.0345352971051295,3,1,Work & Career,0.6863701489642537,862,6.760414691083428,Low
719860454164398080,2023-06-11 19:40:26,2023,6,6,19,380,45,8.444444444444445,1,0.994,0.153,0.036,0.812,Positive,0,1,2,0.0052631578947368,0.1236842105263157,0.0481751824817518,10,7,War & Conflict,0.8018516823130372,1075,6.98100574072173,Mid
719858298688536576,2023-06-11 19:06:10,2023,6,6,19,335,33,10.151515151515152,1,0.995,0.154,0.006,0.84,Positive,1,0,2,0.0059701492537313,0.1074626865671641,0.026482440990213,1,1,Work & Career,0.9232598790434652,1496,7.311218384419629,Mid
719582634266738688,2023-06-08 18:04:36,2023,6,3,18,323,36,8.972222222222221,1,0.6039,0.124,0.111,0.765,Positive,0,0,2,0.0061919504643962,0.1083591331269349,0.0322981366459627,0,1,Work & Career,0.9911543889680037,4183,8.339023005744759,High
719577913771606016,2023-06-08 16:49:35,2023,6,3,16,381,40,9.525,1,0.968,0.118,0.065,0.816,Positive,0,0,2,0.0052493438320209,0.0656167979002624,0.02367941712204,2,1,Work & Career,0.5504719048526739,1352,7.210079628170788,Mid
719484921678266368,2023-06-07 16:11:30,2023,6,2,16,39,5,7.8,1,0.34,0.119,0.037,0.843,Positive,0,0,2,0.0512820512820512,0.1282051282051282,0.0248756218905472,1,1,Work & Career,0.9452592272828734,658,6.490723534502507,Low
719477169885200384,2023-06-07 14:08:18,2023,6,2,14,411,55,7.472727272727273,1,0.9797,0.135,0.067,0.799,Positive,1,0,3,0.0072992700729927,0.0462287104622871,0.0282717738258093,0,1,Work & Career,0.7179747511192618,3231,8.080856419640986,High
719310259419791360,2023-06-05 17:55:19,2023,6,0,17,350,36,9.72222222222222,1,0.8768,0.122,0.09,0.788,Positive,2,0,2,0.0057142857142857,0.0571428571428571,0.0210859251449657,1,1,Work & Career,0.6837152877792292,7830,8.965845494750937,Viral
719305894593265664,2023-06-05 16:45:57,2023,6,0,16,281,26,10.807692307692308,1,0.9846,0.144,0.052,0.804,Positive,0,0,2,0.0071174377224199,0.1032028469750889,0.0269482884195193,2,1,Work & Career,0.9884794063633934,2092,7.646353722445999,Mid
719301841882628096,2023-06-05 15:41:32,2023,6,0,15,245,22,11.136363636363637,1,0.9923,0.181,0.036,0.783,Positive,0,0,2,0.0081632653061224,0.0857142857142857,0.0303030303030303,3,1,Work & Career,0.6512647444147414,936,6.842683282238422,Low
719046404998397952,2023-06-02 20:01:28,2023,6,4,20,299,25,11.96,1,0.9844,0.13,0.046,0.824,Positive,4,0,2,0.0066889632107023,0.0568561872909698,0.0243142144638403,1,1,Work & Career,0.6932086924026087,2040,7.621195162809845,Mid
719045093397577728,2023-06-02 19:40:37,2023,6,4,19,300,29,10.344827586206897,1,0.9824,0.131,0.042,0.826,Positive,0,0,2,0.0066666666666666,0.09,0.0300802139037433,3,1,Work & Career,0.8132976695623135,465,6.144185634125646,Low
719038402943696896,2023-06-02 17:54:17,2023,6,4,17,71,6,11.833333333333334,1,0.8868,0.15,0.059,0.791,Positive,1,0,2,0.028169014084507,0.028169014084507,0.0332409972299169,3,3,Health & Struggle,0.6541147505422864,938,6.844815479208263,Low
719037292069732352,2023-06-02 17:36:37,2023,6,4,17,394,35,11.257142857142858,1,0.9977,0.204,0.046,0.749,Positive,0,0,2,0.0050761421319796,0.1040609137055837,0.0317145688800792,4,1,Work & Career,0.7154444711274346,1327,7.191429330036379,Mid
719034670514339840,2023-06-02 16:54:57,2023,6,4,16,115,15,7.666666666666667,1,0.9343,0.18,0.069,0.751,Positive,0,0,2,0.017391304347826,0.1043478260869565,0.028052805280528,1,1,Work & Career,0.967569241975994,468,6.150602768446279,Low
719033067082268672,2023-06-02 16:29:28,2023,6,4,16,227,36,6.305555555555555,1,0.9883,0.195,0.062,0.743,Positive,2,0,2,0.0088105726872246,0.0704845814977973,0.046712802768166,7,3,Health & Struggle,0.970358982725977,188,5.241747015059643,Low
719030499097640960,2023-06-02 15:48:39,2023,6,4,15,28,5,5.6,1,0.631,0.133,0.0,0.867,Positive,0,0,2,0.0714285714285714,0.1428571428571428,0.0534351145038167,0,1,Work & Career,0.9204087804537622,1199,7.090076835776092,Mid
719028798555914240,2023-06-02 15:21:37,2023,6,4,15,235,29,8.10344827586207,1,0.9915,0.172,0.031,0.797,Positive,0,0,2,0.0085106382978723,0.0468085106382978,0.0498442367601246,11,1,Work & Career,0.7554766339978608,1335,7.197435354096591,Mid
719027396985192448,2023-06-02 14:59:21,2023,6,4,14,405,51,7.9411764705882355,1,0.998,0.212,0.048,0.74,Positive,0,0,2,0.0049382716049382,0.0469135802469135,0.0349746893695352,4,1,Work & Career,0.6785052058769347,1427,7.2640301428995295,Mid
